flickrid,owner_id,title,date_downl,date_shot,gps_bool,farm,server,secret,make,model,foc_mm,azimuth_bo,azimuth,height,inside,lon,lat,x,y
20975922602,81897605@N00,Brochet Leman Aout 2015 Olivier,2016-10-06,2015-08-29,"1","6","5634",,Apple,iPhone 4,3.900000000000000,"0",59.745238100000002,501.000000000000000,"0",6.621691666670000,46.507458333300001,"2537296","1151011"
20797836658,81897605@N00,Brochet Leman Aout 2015 Olivier,2016-10-06,2015-08-29,"1","1","759",,Apple,iPhone 4,3.900000000000000,"0",162.962405999999987,501.000000000000000,"0",6.624036111110000,46.507522222200002,"2537476","1151016"
19955654483,134299228@N04,IMG_4540,2016-10-06,2015-08-12,"1","6","5803",,Apple,iPhone 6 Plus,4.200000000000000,"0",331.513513499999988,376.503401399999973,"0",6.627200000000000,46.507022222200000,"2537719","1150958"
19078095430,58505086@N00,2015-04-13 19.09.48,2016-10-06,2015-04-13,"1","1","389",,Apple,iPhone 5,4.100000000000000,"0",141.376218300000005,381.228346499999986,"0",6.626144444440000,46.507247222200000,"2537638","1150984"
18645143673,58505086@N00,2015-04-13 19.09.37,2016-10-06,2015-04-13,"1","1","442",,Apple,iPhone 5,4.100000000000000,"0",118.580786000000003,380.960784300000000,"0",6.626152777780000,46.507233333300000,"2537638","1150982"
20525035669,56635748@N00,,2016-10-06,2015-05-30,"1","6","5791",,Apple,iPhone 6,4.200000000000000,"0",171.497560999999990,489.489510499999994,"0",6.626833333330000,46.519822222199998,"2537705","1152381"
17200489079,79906204@N00,Domino in Lausanne,2016-10-06,2015-05-01,"1","9","8750",,Apple,iPhone 5,4.100000000000000,"0",98.762605039999997,469.361290300000007,"0",6.629591666670000,46.516380555600001,"2537913","1151996"
16710493033,79906204@N00,Streckenunterbruch Daillens,2016-10-06,2015-05-01,"1","8","7794",,Apple,iPhone 5,4.100000000000000,"0",173.239520999999996,452.828876999999977,"0",6.629469444440000,46.517191666700000,"2537904","1152087"
16910992209,97867980@N05,Drawing cobbles on the front wheel before heading to Paris-Roubaix,2016-10-06,2015-04-10,"1","8","7648",,Apple,iPhone 5s,4.200000000000000,"0",196.712121200000013,452.437561500000015,"0",6.627950000000000,46.516913888900000,"2537787","1152057"
16185042813,29250863@N02,Crocus,2016-10-06,2015-03-13,"1","9","8601",,NIKON,COOLPIX P510,216.000000000000000,"0",0.000000000000000,440.600000000000023,"0",6.628111111110000,46.519958333300004,"2537803","1152395"
16584201205,33669572@N07,The Team,2016-10-06,2015-02-12,"1","8","7417",,Apple,iPhone 6,4.200000000000000,"0",142.310000000000002,462.709779200000014,"0",6.629347222220000,46.517430555600001,"2537895","1152113"
22736779720,23311236@N00,White pentagone,2016-10-06,2015-10-20,"1","6","5817",,Apple,iPhone 4S,4.300000000000000,"0",101.311428599999999,579.000000000000000,"0",6.626708333330000,46.521319444400000,"2537697","1152548"
21142345334,81897605@N00,Comptoir Suisse,2016-10-06,2015-09-20,"1","1","723",,Apple,iPhone 4,3.900000000000000,"0",198.777901799999995,552.760479000000032,"0",6.624433333330000,46.528544444399998,"2537531","1153353"
21642141321,134299228@N04,IMG_5931,2016-10-06,2015-09-22,"1","1","702",,Apple,iPhone 6 Plus,4.200000000000000,"0",9.269751693000000,509.067961200000013,"0",6.628177777780000,46.522652777799998,"2537812","1152695"
21430649362,134299228@N04,IMG_5454,2016-10-06,2015-09-14,"1","1","617",,Apple,iPhone 6 Plus,4.200000000000000,"0",183.155101999999999,495.044776099999979,"0",6.628097222220000,46.522716666699999,"2537805","1152702"
21000474925,49123487@N07,IMG_6754,2016-10-06,2015-08-29,"1","1","630",,Apple,iPhone 6,4.200000000000000,"0",131.248407600000007,485.577712599999984,"0",6.625261111110000,46.520133333300002,"2537585","1152417"
18602147644,61893602@N00,wild langoustines seared “a la plancha”,2016-10-06,2015-05-26,"1","1","552",,Apple,iPhone 6,4.200000000000000,"0",68.065134099999995,394.179442499999993,"0",6.630502777780000,46.507777777800001,"2537973","1151039"
19038482279,61893602@N00,Red mullet with saffron,2016-10-06,2015-05-26,"1","1","559",,Apple,iPhone 6,4.200000000000000,"0",73.034712949999999,394.099236599999983,"0",6.630502777780000,46.507777777800001,"2537973","1151039"
19038475549,61893602@N00,White asparagus,2016-10-06,2015-05-26,"1","1","431",,Apple,iPhone 6,4.200000000000000,"0",51.379989360000003,385.733552599999996,"0",6.630541666670000,46.507633333299999,"2537976","1151023"
18602134774,61893602@N00,Amuse bouche,2016-10-06,2015-05-26,"1","1","439",,Apple,iPhone 6,4.200000000000000,"0",40.805633800000003,386.957219300000020,"0",6.630438888890000,46.507605555600001,"2537968","1151020"
18604046633,61893602@N00,green pea mousse,2016-10-06,2015-05-26,"1","1","354",,Apple,iPhone 6,4.200000000000000,"0",31.516020240000000,381.252427200000000,"0",6.630338888890000,46.507458333300001,"2537960","1151004"
19228332361,61893602@N00,Trio of nibbles,2016-10-06,2015-05-26,"1","4","3947",,Apple,iPhone 6,4.200000000000000,"0",53.626984129999997,393.904593599999998,"0",6.630436111110000,46.507697222200001,"2537968","1151030"
24691120625,76277389@N00,"Olympic Flame, Musée Olympique, Lausanne",2016-10-06,2015-10-15,"1","2","1497",,Apple,iPhone 6,4.200000000000000,"0",156.505649699999992,395.909145599999988,"0",6.634127777780000,46.508358333300002,"2538252","1151101"
23951553291,52786697@N00,Aspirational,2016-10-06,2015-12-28,"1","6","5712",,Apple,iPhone 5s,4.200000000000000,"0",189.751152100000013,373.696969700000011,"0",6.633747222220000,46.507300000000001,"2538221","1150984"
23951519981,52786697@N00,Physalis reflected,2016-10-06,2015-12-28,"1","2","1548",,Apple,iPhone 5s,4.200000000000000,"0",281.668181800000013,376.852017900000021,"0",6.630925000000000,46.507541666700000,"2538005","1151013"
22530417387,97477255@N00,P1480152,2016-10-06,2015-11-10,"1","6","5728",,Panasonic,DMC-ZS30,4.300000000000000,"0",90.000000000000000,0.000000000000000,"0",6.630777777780000,46.506897222200003,"2537993","1150941"
22326013134,97477255@N00,P1480172,2016-10-06,2015-11-10,"1","6","5684",,Panasonic,DMC-ZS30,5.400000000000000,"0",112.500000000000000,0.000000000000000,"0",6.631222222220000,46.507063888899999,"2538027","1150959"
22922748816,97477255@N00,P1480193,2016-10-06,2015-11-10,"1","1","706",,Panasonic,DMC-ZS30,17.100000000000001,"0",247.500000000000000,0.000000000000000,"0",6.632794444440000,46.507211111099998,"2538148","1150974"
22556579699,97477255@N00,P1480200,2016-10-06,2015-11-10,"1","6","5671",,Panasonic,DMC-ZS30,4.300000000000000,"0",22.500000000000000,0.000000000000000,"0",6.633744444440000,46.507108333300003,"2538221","1150962"
22530372457,97477255@N00,P1480206,2016-10-06,2015-11-10,"1","1","575",,Panasonic,DMC-ZS30,4.300000000000000,"0",22.500000000000000,0.000000000000000,"0",6.633569444440000,46.507438888899998,"2538208","1150999"
22760710680,97477255@N00,P1480211,2016-10-06,2015-11-10,"1","6","5815",,Panasonic,DMC-ZS30,5.400000000000000,"0",180.000000000000000,0.000000000000000,"0",6.634163888890000,46.507355555600000,"2538253","1150989"
22948707875,97477255@N00,P1480226,2016-10-06,2015-11-10,"1","1","624",,Panasonic,DMC-ZS30,4.300000000000000,"0",45.000000000000000,0.000000000000000,"0",6.633988888890000,46.507958333300003,"2538241","1151057"
22556535169,97477255@N00,P1480233,2016-10-06,2015-11-10,"1","1","692",,Panasonic,DMC-ZS30,5.400000000000000,"0",67.500000000000000,0.000000000000000,"0",6.633777777780000,46.507958333300003,"2538224","1151057"
22556524759,97477255@N00,P1480237,2016-10-06,2015-11-10,"1","6","5686",,Panasonic,DMC-ZS30,9.699999999999999,"0",45.000000000000000,0.000000000000000,"0",6.633650000000000,46.507961111100002,"2538215","1151057"
22959788701,97477255@N00,P1480253,2016-10-06,2015-11-10,"1","6","5685",,Panasonic,DMC-ZS30,4.300000000000000,"0",247.500000000000000,0.000000000000000,"0",6.634394444440000,46.508261111099998,"2538272","1151090"
21596669635,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","1","711",,Apple,iPhone 6 Plus,4.200000000000000,"0",180.050724599999995,373.000000000000000,"0",6.633636111110000,46.507091666699999,"2538213","1150961"
21408556560,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","6","5812",,Apple,iPhone 6 Plus,4.200000000000000,"0",201.031372500000003,376.000000000000000,"0",6.633516666670000,46.507436111099999,"2538204","1150999"
21570409066,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","1","609",,Apple,iPhone 6 Plus,4.200000000000000,"0",61.817869420000001,383.000000000000000,"0",6.633758333330000,46.507977777800001,"2538223","1151059"
21408755108,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","6","5762",,Apple,iPhone 6 Plus,4.200000000000000,"0",26.687224669999999,393.000000000000000,"0",6.633963888890000,46.508133333300002,"2538239","1151076"
21596648705,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","6","5675",,Apple,iPhone 6 Plus,4.200000000000000,"0",18.402343750000000,399.000000000000000,"0",6.633930555560000,46.508552777799999,"2538237","1151123"
20973787894,7620023@N06,"Musée Olympique, Lausanne, Suisse",2016-10-06,2015-09-18,"1","1","575",,Apple,iPhone 6 Plus,4.200000000000000,"0",321.156565699999987,376.000000000000000,"0",6.633586111110000,46.507838888899997,"2538210","1151044"
18602140854,61893602@N00,foie gras creme brulee,2016-10-06,2015-05-26,"1","1","288",,Apple,iPhone 6,4.200000000000000,"0",107.559375000000003,393.294314400000019,"0",6.630491666670000,46.507666666699997,"2537972","1151027"
18177704144,86718346@N00,,2016-10-06,2015-06-13,"1","1","534",,Apple,iPhone 5s,4.200000000000000,"0",33.752244169999997,373.457489899999985,"0",6.632747222220000,46.507277777799999,"2538145","1150982"
17695931033,20612904@N00,,2016-10-06,2015-05-15,"1","1","413",,Apple,iPhone 6,4.200000000000000,"0",285.156069399999978,397.095890399999973,"0",6.634158333330000,46.508152777799999,"2538254","1151078"
18128810070,20612904@N00,,2016-10-06,2015-05-15,"1","8","7783",,Apple,iPhone 6,4.200000000000000,"0",329.514851500000020,386.281437100000005,"0",6.633830555560000,46.508127777799999,"2538229","1151076"
21400144983,88145994@N08,ROBERT MAYER GAME WORN JERSEY GENEVE SERVETTE 2014 -   2015,2016-10-06,2015-10-07,"1","6","5835",,Apple,iPhone 6 Plus,4.200000000000000,"0",88.471111109999995,512.179012299999954,"0",6.638116666670000,46.519527777800000,"2538571","1152339"
22021307435,88145994@N08,ROBERT MAYER GAME WORN JERSEY GENEVE SERVETTE 2014 -   2015,2016-10-06,2015-10-07,"1","1","768",,Apple,iPhone 6 Plus,4.200000000000000,"0",63.814882030000000,509.059701500000017,"0",6.638136111110000,46.519519444399997,"2538572","1152338"
20741103550,88145994@N08,MAX PACIORETTY GAME USED HELMET 2013 - 2014 MONTREAL CANADIENS,2016-10-06,2015-08-27,"1","1","718",,Apple,iPhone 6 Plus,4.200000000000000,"0",47.249388750000001,505.522292999999991,"0",6.638205555560000,46.519413888899997,"2538577","1152327"
20902872206,88145994@N08,MAX PACIORETTY GAME USED HELMET 2013 - 2014 MONTREAL CANADIENS,2016-10-06,2015-08-27,"1","1","687",,Apple,iPhone 6 Plus,4.200000000000000,"0",48.636734689999997,505.523489900000015,"0",6.638205555560000,46.519413888899997,"2538577","1152327"
20742369549,88145994@N08,MAX PACIORETTY GAME USED HELMET 2013 - 2014 MONTREAL CANADIENS,2016-10-06,2015-08-27,"1","1","573",,Apple,iPhone 6 Plus,4.200000000000000,"0",78.360360360000001,505.395833299999993,"0",6.638205555560000,46.519413888899997,"2538577","1152327"
23707011801,134299228@N04,IMG_9999,2016-10-06,2015-12-16,"1","6","5628",,Apple,iPhone 6 Plus,4.200000000000000,"0",220.322916700000007,459.863636400000019,"0",6.632086111110000,46.517150000000001,"2538105","1152080"
23243629991,134299228@N04,IMG_9559,2016-10-06,2015-11-26,"1","1","729",,Apple,iPhone 6 Plus,4.200000000000000,"0",358.158940400000006,495.552884600000027,"0",6.635252777780000,46.518711111099996,"2538350","1152251"
23112242142,134299228@N04,IMG_9258,2016-10-06,2015-11-18,"1","1","774",,Apple,iPhone 6 Plus,4.200000000000000,"0",235.408163300000012,467.721739099999979,"0",6.636388888890000,46.516674999999999,"2538435","1152024"
23112234822,134299228@N04,IMG_9259,2016-10-06,2015-11-18,"1","6","5767",,Apple,iPhone 6 Plus,4.200000000000000,"0",235.262295099999989,467.923000000000002,"0",6.636388888890000,46.516674999999999,"2538435","1152024"
22707808338,134299228@N04,IMG_9260,2016-10-06,2015-11-18,"1","6","5795",,Apple,iPhone 6 Plus,4.200000000000000,"0",235.975999999999999,468.068627499999991,"0",6.636388888890000,46.516674999999999,"2538435","1152024"
22530297257,134299228@N04,IMG_8843,2016-10-06,2015-11-11,"1","6","5814",,Apple,iPhone 6 Plus,4.200000000000000,"0",195.389863499999990,467.508287300000006,"0",6.632530555560000,46.517127777799999,"2538139","1152077"
22760642840,134299228@N04,IMG_8842,2016-10-06,2015-11-11,"1","1","705",,Apple,iPhone 6 Plus,4.200000000000000,"0",349.130841099999998,477.943662000000018,"0",6.632658333330000,46.517094444400001,"2538149","1152073"
22959780171,134299228@N04,IMG_8844,2016-10-06,2015-11-11,"1","6","5692",,Apple,iPhone 6 Plus,4.200000000000000,"0",195.741865499999989,467.870879100000025,"0",6.632722222220000,46.517108333300001,"2538154","1152075"
22436336719,134299228@N04,IMG_8666,2016-10-06,2015-11-04,"1","6","5771",,Apple,iPhone 6 Plus,4.200000000000000,"0",226.665722399999993,468.861842099999990,"0",6.638144444440000,46.517472222199999,"2538570","1152111"
22436331509,134299228@N04,IMG_8667,2016-10-06,2015-11-04,"1","1","641",,Apple,iPhone 6 Plus,4.200000000000000,"0",223.799163200000010,472.001005000000021,"0",6.638144444440000,46.517472222199999,"2538570","1152111"
