flickrid,owner_id,title,date_downl,date_shot,gps_bool,farm,server,secret,make,model,foc_mm,azimuth_bo,azimuth,height
19945498353,25900134@N03,Side event on Use of Cluster Munitions since September 2014 ©CMC,2016-10-06,2015-06-22,"1","6","5666",,Apple,iPhone 5c,4.100000000000000,"0",56.441711230000003,389.813291100000015
19809427071,95746458@N04,,2016-10-06,2015-07-16,"1","1","399",,Apple,iPhone 4S,4.300000000000000,"0",119.409240900000000,404.000000000000000
18862036419,131571153@N07,United nations,2016-10-06,2015-06-03,"1","1","546",,Apple,iPhone 5s,4.100000000000000,"0",33.851851850000003,419.182608700000003
18272229692,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8779",,Apple,iPhone 5s,4.200000000000000,"0",289.800847499999975,421.638655500000027
17653382074,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","8","7736",,Apple,iPhone 5s,4.200000000000000,"0",323.240310099999988,390.093117399999983
18088249510,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","8","7735",,Apple,iPhone 5s,4.200000000000000,"0",294.349862299999984,421.638655500000027
23643592971,136390089@N08,Ancienne caisse enregistreuse,2016-10-06,1900-01-01,"1","6","5835",,Apple,iPhone 6,4.200000000000000,"0",356.527397300000018,396.451807200000019
22703721729,52383292@N06,Geneve-1512.jpg,2016-10-06,2015-09-30,"1","6","5758",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",48.360258479999999,411.582914599999981
22943899525,12759743@N07,2015 11 11 Musée des Arts Geneve 4,2016-10-06,2015-11-11,"1","6","5817",,archos,Archos 50 Diamond,4.900000000000000,"0",117.000000000000000,0.000000000000000
22321150964,12759743@N07,2015 11 11 Musée des Arts Geneve 2,2016-10-06,2015-11-11,"1","1","591",,archos,Archos 50 Diamond,4.900000000000000,"0",294.000000000000000,0.000000000000000
22943876485,12759743@N07,2015 11 11 Musée des Arts Geneve 3,2016-10-06,2015-11-11,"1","6","5762",,archos,Archos 50 Diamond,4.900000000000000,"0",259.000000000000000,0.000000000000000
22930457582,12759743@N07,2015 11 11 Musée des Arts Geneve 1,2016-10-06,2015-11-11,"1","6","5812",,archos,Archos 50 Diamond,4.900000000000000,"0",269.000000000000000,0.000000000000000
20897134952,97437142@N02,,2016-10-06,2015-06-15,"1","6","5626",,Apple,iPhone 6 Plus,4.200000000000000,"0",257.781350499999974,402.928104599999983
20897134732,97437142@N02,,2016-10-06,2015-06-15,"1","1","597",,Apple,iPhone 6 Plus,4.200000000000000,"0",294.839285700000005,398.474074099999996
20285823803,97437142@N02,,2016-10-06,2015-06-15,"1","6","5660",,Apple,iPhone 6 Plus,4.200000000000000,"0",237.260162600000001,402.219354800000019
20284257294,97437142@N02,,2016-10-06,2015-06-15,"1","6","5624",,Apple,iPhone 6 Plus,4.200000000000000,"0",241.548717900000014,402.549815500000022
20906843635,97437142@N02,,2016-10-06,2015-06-15,"1","1","767",,Apple,iPhone 6 Plus,4.200000000000000,"0",217.218354400000010,402.161228400000027
20284254664,97437142@N02,,2016-10-06,2015-06-15,"1","1","764",,Apple,iPhone 6 Plus,4.200000000000000,"0",257.837988800000005,402.189265499999976
20718792500,97437142@N02,,2016-10-06,2015-06-15,"1","6","5744",,Apple,iPhone 6 Plus,4.200000000000000,"0",9.593932322000001,401.757812500000000
20718790970,97437142@N02,,2016-10-06,2015-06-15,"1","6","5757",,Apple,iPhone 6 Plus,4.200000000000000,"0",331.402877699999976,402.305676899999980
20718789830,97437142@N02,,2016-10-06,2015-06-15,"1","1","772",,Apple,iPhone 6 Plus,4.200000000000000,"0",4.473998805000000,403.095056999999997
20718882108,97437142@N02,,2016-10-06,2015-06-15,"1","6","5626",,Apple,iPhone 6 Plus,4.200000000000000,"0",333.763052200000004,405.677852299999984
20718879958,97437142@N02,,2016-10-06,2015-06-15,"1","6","5734",,Apple,iPhone 6 Plus,4.200000000000000,"0",339.345864699999993,405.677852299999984
20718787190,97437142@N02,,2016-10-06,2015-06-15,"1","6","5648",,Apple,iPhone 6 Plus,4.200000000000000,"0",22.308714920000000,406.328859099999988
20906834845,97437142@N02,,2016-10-06,2015-06-15,"1","1","690",,Apple,iPhone 6 Plus,4.200000000000000,"0",287.533950600000026,405.707547200000022
20029652075,52383292@N06,Genève-1384.jpg,2016-10-06,2015-07-16,"1","1","359",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",66.404891300000003,404.439814800000022
16634008035,67419522@N04,"Pauvre cannette, là, abandonnée...",2016-10-06,2015-02-24,"1","9","8604",,Apple,iPhone 6,4.200000000000000,"0",138.631645600000013,412.612069000000020
16632877431,67419522@N04,"Sunny Time, let s chill in the park",2016-10-06,2015-02-24,"1","9","8613",,Apple,iPhone 6,4.200000000000000,"0",121.930379700000003,414.549738199999979
22920639696,109580586@N06,Target,2016-10-06,2015-11-11,"1","1","680",,Apple,iPhone 6s,4.200000000000000,"0",288.586826299999984,393.766423400000008
28334836471,131571153@N07,,2016-10-06,2015-06-02,"1","9","8894",,Apple,iPhone 5s,4.100000000000000,"0",183.836538499999989,378.764872500000024
26835805353,105550854@N05,,2016-10-06,2015-08-23,"1","8","7427",,Apple,iPhone 6 Plus,4.200000000000000,"0",128.869458100000003,373.505618000000027
27391488276,105550854@N05,,2016-10-06,2015-08-23,"1","8","7057",,Apple,iPhone 6 Plus,4.200000000000000,"0",203.984455999999994,375.688796700000012
27146314530,105550854@N05,,2016-10-06,2015-08-23,"1","8","7682",,Apple,iPhone 6 Plus,4.200000000000000,"0",202.887005600000009,375.929687500000000
27335194201,105550854@N05,,2016-10-06,2015-08-23,"1","8","7128",,Apple,iPhone 6 Plus,4.200000000000000,"0",195.355592699999988,375.341269800000020
27388317215,105550854@N05,,2016-10-06,2015-08-23,"1","8","7390",,Apple,iPhone 6 Plus,4.200000000000000,"0",139.680180199999995,374.915493000000026
27354605216,105550854@N05,,2016-10-06,2015-08-23,"1","8","7199",,Apple,iPhone 6 Plus,4.200000000000000,"0",130.346534700000007,374.552147199999979
25874412550,97901743@N08,IMG_2063,2016-10-06,2015-12-12,"1","2","1667",,Apple,iPhone 6,4.200000000000000,"0",231.213333299999988,371.000000000000000
23861366333,45681714@N03,Magnifique,2016-10-06,2015-12-24,"1","2","1468",,Apple,iPhone 6s,4.200000000000000,"0",129.441047999999995,373.918518500000005
23500673663,130515286@N07,Crispy cold Geneva,2016-10-06,2015-01-02,"1","6","5804",,Apple,iPhone 4S,4.300000000000000,"0",312.101167299999986,375.000000000000000
23374557593,52383292@N06,Genève-1588.jpg,2016-10-06,2015-12-25,"1","2","1680",,Apple,iPhone 5s,4.200000000000000,"0",168.466386599999993,382.343283600000007
23958961615,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5801",,Apple,iPhone 5s,4.100000000000000,"0",81.913151360000001,381.948339499999975
23876436331,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1629",,Apple,iPhone 5s,4.100000000000000,"0",176.001267399999989,391.232258100000024
23663195360,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1600",,Apple,iPhone 5s,4.100000000000000,"0",15.852601160000001,375.924369700000000
23590986869,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1517",,Apple,iPhone 5s,4.100000000000000,"0",339.656410300000005,374.457249100000013
23590982629,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1692",,Apple,iPhone 5s,4.100000000000000,"0",212.497005999999999,374.400662300000022
23876319651,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5662",,Apple,iPhone 5s,4.100000000000000,"0",86.503597119999995,375.343653300000028
23850564242,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5689",,Apple,iPhone 5s,4.100000000000000,"0",320.067307700000015,374.956446000000028
23850561892,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5690",,Apple,iPhone 5s,4.100000000000000,"0",63.937037040000000,376.994949500000018
23590966169,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5755",,Apple,iPhone 5s,4.100000000000000,"0",150.072243299999997,376.565022399999975
23850555232,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5759",,Apple,iPhone 5s,4.100000000000000,"0",162.060728699999999,375.719178100000022
23590958119,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1651",,Apple,iPhone 5s,4.100000000000000,"0",348.123376599999972,374.848484799999994
23332028113,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5808",,Apple,iPhone 5s,4.100000000000000,"0",43.459102899999998,373.872340399999985
23850542962,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5732",,Apple,iPhone 5s,4.100000000000000,"0",13.126861560000000,400.755319100000008
23850538412,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1683",,Apple,iPhone 5s,4.100000000000000,"0",273.232638899999984,373.280120500000010
23876285641,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1711",,Apple,iPhone 5s,4.100000000000000,"0",327.973684199999980,376.557333299999982
23786844246,138093255@N05,IMG_8420,2016-10-06,2015-12-17,"1","1","763",,Apple,iPhone 6,4.200000000000000,"0",66.645308920000005,377.285483899999974
23729828641,138093255@N05,IMG_8417,2016-10-06,2015-12-17,"1","6","5798",,Apple,iPhone 6,4.200000000000000,"0",131.722117200000014,372.898437500000000
22964122074,87282947@N06,Switzerland 2015,2016-10-06,2015-11-10,"1","1","650",,Apple,iPhone 6,4.200000000000000,"0",173.178988299999986,365.795081999999979
23331846815,87282947@N06,Switzerland 2015,2016-10-06,2015-11-10,"1","6","5680",,Apple,iPhone 6,4.200000000000000,"0",316.020689699999991,371.268722500000024
23317113545,52237543@N08,Zimtu Roadtrip 2015 | Geneva | Swissotel Metropole Hotel |,2016-10-06,2015-11-09,"1","1","779",,Apple,iPhone 5,4.100000000000000,"0",109.768115899999998,377.628378399999974
23291010456,52237543@N08,"Zimtu Roadtrip 2015 | Geneva, Switzerland |",2016-10-06,2015-11-09,"1","1","608",,Apple,iPhone 5,4.100000000000000,"0",107.623966899999999,377.628378399999974
22473224474,52383292@N06,Geneve-1548.jpg,2016-10-06,2015-11-15,"1","6","5690",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",94.694029850000007,373.413533799999982
22982883081,77193386@N05,,2016-10-06,2015-03-31,"1","1","655",,Apple,iPhone 6,4.200000000000000,"0",158.296551700000009,375.399999999999977
22971626485,77193386@N05,,2016-10-06,2015-01-20,"1","1","619",,Apple,iPhone 6,4.200000000000000,"0",303.714508599999988,374.800000000000011
22783590050,77193386@N05,,2016-10-06,2015-01-20,"1","1","740",,Apple,iPhone 6,4.200000000000000,"0",68.931899639999997,380.000000000000000
22971624495,77193386@N05,,2016-10-06,2015-01-20,"1","1","576",,Apple,iPhone 6,4.200000000000000,"0",159.486666700000001,379.699999999999989
22553303298,77193386@N05,,2016-10-06,2015-01-20,"1","1","692",,Apple,iPhone 6,4.200000000000000,"0",152.947058800000008,387.699999999999989
23940059095,96818645@N04,,2016-10-06,2015-05-07,"1","6","5621",,Apple,iPhone 6,4.200000000000000,"0",330.264462799999990,376.187096800000006
23185817524,57615963@N06,Downtown Geneva,2016-10-06,2015-12-07,"1","6","5697",,Apple,iPhone 6s,4.200000000000000,"0",293.556603800000005,383.613545799999997
23375500309,96818645@N04,,2016-10-06,2015-05-07,"1","6","5819",,Apple,iPhone 6,4.200000000000000,"0",34.270294380000003,375.446428599999990
23116062613,96818645@N04,,2016-10-06,2015-05-07,"1","1","594",,Apple,iPhone 6,4.200000000000000,"0",326.835442999999998,374.830882400000007
23589932951,91232066@N08,Geneva Lakefront,2016-10-06,2015-12-11,"1","6","5773",,Apple,iPhone 6s Plus,4.200000000000000,"0",3.592175777000000,378.242424200000016
23195308782,138093255@N05,IMG_7733,2016-10-06,2015-09-17,"1","6","5716",,Apple,iPhone 5,4.100000000000000,"0",128.194736799999987,373.149019599999974
23221007331,138093255@N05,IMG_7736,2016-10-06,2015-09-17,"1","6","5754",,Apple,iPhone 5,4.100000000000000,"0",167.842794800000007,373.389705900000024
22612606874,45192101@N04,EØS/EU-minister Vidar Helgesen ledet EFTAs ministermøte i Genève 23. november.,2016-10-06,2015-11-23,"1","6","5756",,Apple,iPhone 6,4.200000000000000,"0",356.771386399999983,383.620253199999979
22332176840,57649679@N03,Sore hari di Geneva,2016-10-06,2015-10-27,"1","6","5661",,Apple,iPad 2,2.000000000000000,"0",236.489959800000008,378.953781499999991
21970899870,9497473@N03,Geneva - 090 La Perle du Lac,2016-10-06,2015-10-12,"1","6","5759",,Apple,iPhone 6 Plus,4.200000000000000,"0",122.568651299999999,383.000000000000000
22066542416,109580586@N06,Give me a hand,2016-10-06,2015-10-11,"1","6","5713",,Apple,iPhone 6s,4.200000000000000,"0",164.182767600000005,372.447115399999973
21727286499,13042951@N00,855europa,2016-10-06,2015-07-05,"1","6","5642",,Apple,iPhone 4S,4.300000000000000,"0",165.136929500000008,352.000000000000000
21815636841,127261636@N08,,2016-10-06,2015-09-29,"1","1","584",,Apple,iPhone 6,4.200000000000000,"0",181.625531899999999,375.408163300000012
21038543278,127623444@N04,On the Road 1 - 15VIII,2016-10-06,2015-08-16,"1","6","5660",,Apple,iPhone 6,4.200000000000000,"0",54.845714289999997,373.281609199999991
19935845073,69108079@N07,,2016-10-06,2015-07-31,"1","6","5704",,Apple,iPhone 5s,4.200000000000000,"0",319.932692299999985,376.552763799999980
19800149278,109580586@N06,Coffee in the sunrise,2016-10-06,2015-07-25,"1","4","3666",,Apple,iPhone 5s,4.200000000000000,"0",343.829787199999998,378.471999999999980
18819933989,127261636@N08,,2016-10-06,2015-06-13,"1","1","370",,Apple,iPhone 6,4.200000000000000,"0",250.777506100000011,375.031914900000004
19001554225,127261636@N08,,2016-10-06,2015-05-04,"1","1","420",,Apple,iPhone 6,4.200000000000000,"0",342.998702999999978,387.334231799999998
18813807729,127261636@N08,,2016-10-06,2015-05-04,"1","1","382",,Apple,iPhone 6,4.200000000000000,"0",246.389261699999992,378.919642899999985
18769566870,11801444@N03,Geneva,2016-10-06,2015-05-27,"1","1","500",,Apple,iPad Air 2,3.300000000000000,"0",76.980530970000004,398.000000000000000
18858987886,78766541@N05,Sunrise in Geneva,2016-10-06,2015-04-20,"1","6","5346",,Apple,iPhone 5s,4.200000000000000,"0",262.039062500000000,376.061068700000021
18697522748,78766541@N05,Sunrise,2016-10-06,2015-04-20,"1","1","437",,Apple,iPhone 5s,4.200000000000000,"0",134.698181799999986,375.772277200000019
18088192098,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","8","7771",,Apple,iPhone 5s,4.200000000000000,"0",31.900360140000000,401.475247500000023
18276006305,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8824",,Apple,iPhone 5s,4.200000000000000,"0",31.670560750000000,383.683501700000022
17653397384,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8875",,Apple,iPhone 5s,4.200000000000000,"0",27.221238939999999,383.683501700000022
17653328694,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8792",,Apple,iPhone 5s,4.200000000000000,"0",244.390109899999999,375.323170699999991
18248724686,31871027@N06,Geneva Switzerland,2016-10-06,2015-05-29,"1","8","7738",,Apple,iPhone 5s,4.200000000000000,"0",27.221238939999999,383.683501700000022
18271326392,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8785",,Apple,iPhone 5s,4.200000000000000,"0",31.670560750000000,383.683501700000022
18276492801,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","8","7766",,Apple,iPhone 5s,4.200000000000000,"0",31.900360140000000,401.475247500000023
17652428554,31871027@N06,Geneva,2016-10-06,2015-05-29,"1","9","8819",,Apple,iPhone 5s,4.200000000000000,"0",244.390109899999999,375.323170699999991
23444101329,138093255@N05,IMG_7047,2016-10-06,2015-06-29,"1","1","691",,Apple,iPhone 5,4.100000000000000,"0",325.900990100000001,376.983695699999998
21536237074,9497473@N03,Geneva - 085 La Perle du Lac,2016-10-06,2015-10-12,"1","1","592",,Apple,iPhone 6 Plus,4.200000000000000,"0",95.458404070000000,385.000000000000000
22169253281,9497473@N03,Geneva - 086 La Perle du Lac,2016-10-06,2015-10-12,"1","1","689",,Apple,iPhone 6 Plus,4.200000000000000,"0",237.961685799999998,380.000000000000000
22132854026,9497473@N03,Geneva - 087 La Perle du Lac,2016-10-06,2015-10-12,"1","6","5804",,Apple,iPhone 6 Plus,4.200000000000000,"0",285.606451600000014,380.000000000000000
22169250751,9497473@N03,Geneva - 088 La Perle du Lac,2016-10-06,2015-10-12,"1","1","708",,Apple,iPhone 6 Plus,4.200000000000000,"0",170.299595100000005,379.000000000000000
22146400302,9497473@N03,Geneva - 089 La Perle du Lac,2016-10-06,2015-10-12,"1","6","5801",,Apple,iPhone 6 Plus,4.200000000000000,"0",112.941135200000005,381.000000000000000
21970898900,9497473@N03,Geneva - 091 La Perle du Lac,2016-10-06,2015-10-12,"1","1","695",,Apple,iPhone 6 Plus,4.200000000000000,"0",176.051813500000009,382.000000000000000
21970898510,9497473@N03,Geneva - 092 La Perle du Lac,2016-10-06,2015-10-12,"1","1","586",,Apple,iPhone 6 Plus,4.200000000000000,"0",184.183206100000007,380.000000000000000
21537930173,9497473@N03,Geneva - 093 La Perle du Lac,2016-10-06,2015-10-12,"1","6","5681",,Apple,iPhone 6 Plus,4.200000000000000,"0",252.734567900000002,383.000000000000000
21931925682,49646628@N00,,2016-10-06,2015-10-04,"1","6","5821",,Apple,iPhone 6,4.200000000000000,"0",344.221621599999992,382.812442799999985
21943976735,49646628@N00,,2016-10-06,2015-10-04,"1","6","5775",,Apple,iPhone 6,4.200000000000000,"0",343.325301200000013,382.852272700000015
21291429004,13042951@N00,851europa,2016-10-06,2015-07-05,"1","1","753",,Apple,iPhone 4S,4.300000000000000,"0",146.131944400000009,383.000000000000000
20546952042,69108079@N07,,2016-10-06,2015-07-30,"1","6","5670",,Apple,iPhone 5s,4.200000000000000,"0",316.664473699999974,376.233009700000025
20555877465,69108079@N07,,2016-10-06,2015-07-30,"1","6","5762",,Apple,iPhone 6 Plus,4.200000000000000,"0",284.519684999999981,374.137930999999980
19934991623,69108079@N07,,2016-10-06,2015-07-30,"1","6","5634",,Apple,iPhone 6 Plus,4.200000000000000,"0",266.057522100000028,375.380531000000019
20546949342,69108079@N07,,2016-10-06,2015-07-30,"1","6","5697",,Apple,iPhone 6 Plus,4.200000000000000,"0",265.163701100000026,375.291208799999993
20369148469,69108079@N07,,2016-10-06,2015-07-30,"1","6","5680",,Apple,iPhone 5s,4.200000000000000,"0",330.947999999999979,374.760517800000002
18885222485,78766541@N05,A path of wonder,2016-10-06,2015-04-20,"1","1","389",,Apple,iPhone 5s,4.200000000000000,"0",177.466063300000002,376.009999999999991
21289386649,97437142@N02,,2016-10-06,2015-06-15,"1","1","725",,Apple,iPhone 6 Plus,4.200000000000000,"0",11.244873340000000,408.216216200000019
20906832135,97437142@N02,,2016-10-06,2015-06-15,"1","6","5711",,Apple,iPhone 6 Plus,4.200000000000000,"0",5.670989761000000,408.980315000000019
20720082029,97437142@N02,,2016-10-06,2015-06-15,"1","6","5709",,Apple,iPhone 6 Plus,4.200000000000000,"0",17.279022399999999,408.066433599999982
20718874238,97437142@N02,,2016-10-06,2015-06-15,"1","1","615",,Apple,iPhone 6 Plus,4.200000000000000,"0",325.320652199999984,409.131205700000010
20914132271,97437142@N02,,2016-10-06,2015-06-15,"1","6","5712",,Apple,iPhone 6 Plus,4.200000000000000,"0",326.374100699999985,409.001432700000009
20285806003,97437142@N02,,2016-10-06,2015-06-15,"1","1","697",,Apple,iPhone 6 Plus,4.200000000000000,"0",349.472295499999973,407.578878700000018
20906825005,97437142@N02,,2016-10-06,2015-06-15,"1","6","5632",,Apple,iPhone 6 Plus,4.200000000000000,"0",0.979583666900000,407.862500000000011
20718868458,97437142@N02,,2016-10-06,2015-06-15,"1","1","724",,Apple,iPhone 6 Plus,4.200000000000000,"0",353.747663600000010,407.558558600000026
20720073369,97437142@N02,,2016-10-06,2015-06-15,"1","6","5693",,Apple,iPhone 6 Plus,4.200000000000000,"0",354.537444900000025,407.862500000000011
20718772830,97437142@N02,,2016-10-06,2015-06-15,"1","1","572",,Apple,iPhone 6 Plus,4.200000000000000,"0",1.589874278000000,407.857627100000002
20720066789,97437142@N02,,2016-10-06,2015-06-15,"1","1","639",,Apple,iPhone 6 Plus,4.200000000000000,"0",348.687022899999988,408.388800000000003
20285790253,97437142@N02,,2016-10-06,2015-06-15,"1","6","5713",,Apple,iPhone 6 Plus,4.200000000000000,"0",68.055572519999998,410.057471299999975
20897099402,97437142@N02,,2016-10-06,2015-06-15,"1","6","5722",,Apple,iPhone 6 Plus,4.200000000000000,"0",338.891472899999997,408.111650499999996
17899161693,26535206@N03,YMCA WORLD CHALLENGE 2015,2016-10-06,2015-06-06,"1","1","387",,Apple,iPhone 5s,4.200000000000000,"0",257.023621999999989,420.237704899999983
17899139223,26535206@N03,YMCA WORLD CHALLENGE 2015,2016-10-06,2015-06-06,"1","1","386",,Apple,iPhone 5s,4.200000000000000,"0",82.582031250000000,405.181034500000010
22496597794,52383292@N06,Geneve-1534.jpg,2016-10-06,2015-11-01,"1","1","721",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",72.888372090000004,401.257575799999984
22727029839,52383292@N06,Geneve-1533.jpg,2016-10-06,2015-11-01,"1","6","5794",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",30.379113019999998,401.257575799999984
22482462850,82995195@N08,Lasergame !,2016-10-06,2015-10-30,"1","1","656",,Apple,iPhone 6,2.700000000000000,"0",268.819277100000022,402.627659600000015
23633499389,52383292@N06,Genève-1580.jpg,2016-10-06,2015-12-25,"1","2","1508",,Apple,iPhone 5s,4.200000000000000,"0",40.739197529999998,367.826771699999995
23975279926,52383292@N06,Genève-1575.jpg,2016-10-06,2015-12-25,"1","2","1655",,Apple,iPhone 5s,4.200000000000000,"0",294.329317300000014,370.250000000000000
23330560484,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","2","1696",,Apple,iPhone 5s,4.100000000000000,"0",18.290099770000001,376.951456300000018
23590936189,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5810",,Apple,iPhone 5s,4.100000000000000,"0",41.736694679999999,375.764478800000006
23330544494,8650698@N02,Genève 日內瓦,2016-10-06,2015-08-02,"1","6","5624",,Apple,iPhone 5s,4.100000000000000,"0",280.449735400000009,377.607142899999985
23306460586,87282947@N06,Switzerland 2015,2016-10-06,2015-11-10,"1","1","730",,Apple,iPhone 6,4.200000000000000,"0",142.794136400000014,375.876865699999996
23130805471,52383292@N06,Geneve-1538.jpg,2016-10-06,2015-11-01,"1","6","5754",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",342.206451599999980,395.401234600000009
23093247286,52383292@N06,Geneve-1536.jpg,2016-10-06,2015-11-01,"1","6","5832",,Jag.gr,PureShot for Apple iPhone 5s,4.200000000000000,"0",81.041450780000005,396.471544699999981
22982895531,77193386@N05,,2016-10-06,2015-03-31,"1","1","760",,Apple,iPhone 6,4.200000000000000,"0",47.544129550000001,379.300000000000011
22945747656,77193386@N05,,2016-10-06,2015-03-31,"1","6","5757",,Apple,iPhone 6,4.200000000000000,"0",149.944881900000013,375.500000000000000
22350598543,77193386@N05,,2016-10-06,2015-03-31,"1","6","5826",,Apple,iPhone 6,4.200000000000000,"0",175.503496500000011,380.000000000000000
22553402197,77193386@N05,,2016-10-06,2015-03-31,"1","6","5811",,Apple,iPhone 6,4.200000000000000,"0",208.666068200000012,380.300000000000011
22971768455,77193386@N05,,2016-10-06,2015-03-31,"1","6","5738",,Apple,iPhone 6,4.200000000000000,"0",212.071428599999990,379.699999999999989
22553446748,77193386@N05,,2016-10-06,2015-03-31,"1","1","572",,Apple,iPhone 6,4.200000000000000,"0",175.760784300000012,379.699999999999989
22783726260,77193386@N05,,2016-10-06,2015-03-31,"1","1","758",,Apple,iPhone 6,4.200000000000000,"0",146.171380999999997,381.399999999999977
22350585603,77193386@N05,,2016-10-06,2015-03-31,"1","6","5826",,Apple,iPhone 6,4.200000000000000,"0",125.135101000000006,381.199999999999989
22945731856,77193386@N05,,2016-10-06,2015-03-31,"1","6","5776",,Apple,iPhone 6,4.200000000000000,"0",140.662356299999999,381.300000000000011
22982878021,77193386@N05,,2016-10-06,2015-03-31,"1","6","5793",,Apple,iPhone 6,4.200000000000000,"0",145.768656700000008,375.000000000000000
22553389557,77193386@N05,,2016-10-06,2015-03-31,"1","6","5665",,Apple,iPhone 6,4.200000000000000,"0",138.638461500000005,380.500000000000000
22349003494,77193386@N05,,2016-10-06,2015-03-31,"1","1","738",,Apple,iPhone 6,4.200000000000000,"0",139.482625500000012,376.100000000000023
22783719440,77193386@N05,,2016-10-06,2015-03-31,"1","1","749",,Apple,iPhone 6,4.200000000000000,"0",138.808532799999995,376.100000000000023
22579584829,77193386@N05,,2016-10-06,2015-03-31,"1","1","628",,Apple,iPhone 6,4.200000000000000,"0",128.776223799999997,380.800000000000011
22971751445,77193386@N05,,2016-10-06,2015-03-31,"1","1","667",,Apple,iPhone 6,4.200000000000000,"0",138.246861899999999,375.399999999999977
22958338272,77193386@N05,,2016-10-06,2015-03-31,"1","6","5672",,Apple,iPhone 6,4.200000000000000,"0",144.246913599999999,381.100000000000023
22553381487,77193386@N05,,2016-10-06,2015-03-31,"1","1","770",,Apple,iPhone 6,4.200000000000000,"0",136.821989500000001,378.699999999999989
22350573403,77193386@N05,,2016-10-06,2015-03-31,"1","6","5737",,Apple,iPhone 6,4.200000000000000,"0",108.428650099999999,375.500000000000000
22783712080,77193386@N05,,2016-10-06,2015-03-31,"1","6","5751",,Apple,iPhone 6,4.200000000000000,"0",127.997584500000002,380.800000000000011
22958333482,77193386@N05,,2016-10-06,2015-03-31,"1","1","726",,Apple,iPhone 6,4.200000000000000,"0",185.019138800000007,380.100000000000023
22553376707,77193386@N05,,2016-10-06,2015-03-31,"1","1","587",,Apple,iPhone 6,4.200000000000000,"0",175.979187300000007,380.100000000000023
22971743765,77193386@N05,,2016-10-06,2015-03-31,"1","6","5761",,Apple,iPhone 6,4.200000000000000,"0",157.185185200000006,379.199999999999989
22579574339,77193386@N05,,2016-10-06,2015-03-31,"1","6","5741",,Apple,iPhone 6,4.200000000000000,"0",138.474999999999994,380.699999999999989
22350566803,77193386@N05,,2016-10-06,2015-03-31,"1","1","625",,Apple,iPhone 6,4.200000000000000,"0",192.975041599999997,380.699999999999989
22958326872,77193386@N05,,2016-10-06,2015-03-31,"1","6","5806",,Apple,iPhone 6,4.200000000000000,"0",173.488924099999991,380.600000000000023
22945710766,77193386@N05,,2016-10-06,2015-03-31,"1","6","5783",,Apple,iPhone 6,4.200000000000000,"0",151.268382400000007,380.100000000000023
22553418478,77193386@N05,,2016-10-06,2015-03-31,"1","1","576",,Apple,iPhone 6,4.200000000000000,"0",149.297397799999999,380.100000000000023
22958248272,77193386@N05,,2016-10-06,2015-01-27,"1","1","723",,Apple,iPhone 6,4.200000000000000,"0",38.912280699999997,380.399999999999977
22553340898,77193386@N05,,2016-10-06,2015-01-27,"1","1","600",,Apple,iPhone 6,4.200000000000000,"0",40.505197510000002,380.699999999999989
22553339898,77193386@N05,,2016-10-06,2015-01-27,"1","6","5708",,Apple,iPhone 6,4.200000000000000,"0",226.503649599999989,380.699999999999989
22945629346,77193386@N05,,2016-10-06,2015-01-27,"1","1","742",,Apple,iPhone 6,4.200000000000000,"0",222.397321400000010,380.699999999999989
