osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,length,azimuth,az+
"45747953","5153",footway,,,B,"0","0",F,F,175.548182136762222,12.340677924129729,"9"
"45747961","5141",service,,,B,"0","0",F,F,129.831903195627916,9.266905107456376,"7"
"45747970","5153",footway,,,B,"0","0",F,F,47.021084962619838,208.807956514563756,"201"
"45747973","5153",footway,,,B,"0","0",F,F,84.654158263248661,342.427652324214193,"348"
"45747997","5153",footway,,,B,"0","0",F,F,16.047821420589919,277.522942379093706,"281"
"45747999","5141",service,,,B,"0","0",F,F,60.139902399143125,179.885139507234015,"180"
"45748003","5141",service,,,B,"0","0",F,F,23.783985658997537,283.140053837388564,"289"
"45748010","5141",service,,,B,"0","0",F,F,32.894838335220967,77.493016494431174,"73"
"45748015","5141",service,,,B,"0","0",F,F,62.947006610687382,21.121845829741567,"16"
"45748028","5141",service,,,B,"0","0",F,F,61.129182847331123,250.705236788104969,"244"
"45748029","5153",footway,,,B,"0","0",F,F,25.891792224051205,76.942954035617646,"72"
"45748873","5143",track_grade1,,,B,"0","0",F,F,110.997491222799226,205.221157176956723,"199"
"45748876","5145",track_grade3,,,B,"0","0",F,F,75.668565580173535,325.005047191006724,"335"
"45748877","5143",track_grade1,,,B,"0","0",F,F,324.830746446666865,157.850988273531755,"165"
"45748883","5141",service,,,B,"0","0",F,F,151.017576411216510,228.400551749867702,"218"
"45748960","5141",service,,,B,"0","0",F,F,85.747571458118159,327.552567325964617,"337"
"45749321","5141",service,,,B,"0","0",F,F,131.117536680705967,137.914040404406592,"149"
"45749322","5141",service,,,B,"0","0",F,F,36.574604876185219,257.927919207908360,"253"
"45749920","5141",service,,,B,"0","0",F,F,102.703514933111080,233.039892998733649,"223"
"45749921","5141",service,,,B,"0","0",F,F,93.966475333606326,225.110428433751224,"215"
"45749927","5141",service,,,B,"0","0",F,F,26.563454552589768,261.030979014510422,"258"
"45749928","5141",service,,,B,"0","0",F,F,29.525221628666529,337.926990157865646,"345"
"45749930","5155",steps,,,B,"0","0",F,F,17.699066496662294,186.083254818513950,"185"
"45750036","5141",service,,,B,"0","0",F,F,60.803760578214082,30.086492177695856,"22"
"45750037","5153",footway,,,B,"0","0",F,F,23.437951873589771,5.303066264322545,"4"
"45750113","5141",service,,,B,"0","0",F,F,51.998398643111969,38.361812948086055,"29"
"45750114","5141",service,,,B,"0","0",F,F,65.904147346642389,168.158679436493827,"172"
"45750128","5141",service,,,B,"0","0",F,F,33.940754046371282,317.400039515055482,"328"
"45750360","5153",footway,,,B,"0","0",F,F,135.721162461256597,239.606033961830548,"230"
"45750361","5141",service,,,B,"0","0",F,F,26.473933866292931,336.800526384423790,"344"
"45750362","5153",footway,,,B,"0","0",F,F,80.158895522918158,94.137147414785218,"97"
"45750531","5153",footway,,,B,"0","0",F,F,22.719518187579371,259.178547966533586,"255"
"45751049","5141",service,,,B,"0","0",F,F,86.035499199023278,259.737607290625135,"256"
"45751371","5141",service,,,B,"0","0",F,F,66.654378964503309,27.556417203713973,"20"
"45751372","5141",service,,,B,"0","0",F,F,116.355144507036655,152.137543242044671,"161"
"45751540","5141",service,,,B,"0","0",F,F,49.322849712776005,349.862068081573511,"353"
"45751576","5141",service,,,B,"0","0",F,F,66.173350063092840,209.530368745997350,"202"
"45751577","5155",steps,,,B,"0","0",F,F,21.171184944010335,272.342125013209397,"274"
"45766931","5141",service,,,B,"0","0",F,F,40.121469447016281,255.260365552692178,"250"
"45766932","5141",service,,,B,"0","0",F,F,29.387263179268814,153.543381931913245,"162"
"45766933","5153",footway,,,B,"0","0",F,F,23.606098482095259,130.557108147403767,"142"
"45766934","5154",path,,,B,"0","0",F,F,49.272255555087796,119.173372370921967,"130"
"45766936","5153",footway,,,B,"0","0",F,F,26.645356213598305,80.771869482071793,"77"
"45766937","5153",footway,,,B,"0","0",F,F,46.813662034714397,89.386975329498242,"90"
"45767038","5141",service,,,B,"0","0",F,F,141.297746101493459,1.175187686950486,"1"
"45767040","5153",footway,,,B,"0","0",F,F,33.026125372017454,72.747686068074273,"66"
"45767044","5153",footway,,,B,"0","0",F,F,21.743703769344542,246.350274272062109,"238"
"45767045","5153",footway,,,B,"0","0",F,F,20.983549307540162,280.896970152958488,"286"
"45767046","5153",footway,,,B,"0","0",F,F,71.210145136201078,330.504776768042291,"339"
"45771822","5141",service,Chemin de Pierrefleur,,B,"0","0",F,F,96.994028130131255,328.747626755570309,"338"
"45771823","5153",footway,,,B,"0","0",F,F,93.281102108447755,167.758456385923694,"172"
"45771826","5154",path,,,B,"0","0",F,F,128.712036084774127,130.216174138746283,"141"
"45771829","5153",footway,,,B,"0","0",F,F,133.606158590880142,247.268632919208073,"239"
"45771833","5153",footway,,,B,"0","0",F,F,76.511216396489914,280.040330872764798,"285"
"45771834","5153",footway,,,B,"0","0",F,F,69.791429697612799,173.475365858994593,"176"
"45771835","5153",footway,,,B,"0","0",F,F,123.633763220853709,305.198188538937359,"316"
"45771836","5141",service,,,B,"0","0",F,F,47.716151526111808,258.047666181047646,"253"
"45771837","5153",footway,,,B,"0","0",F,F,7.188804890617424,195.727053407625903,"192"
"45771838","5141",service,,,B,"0","0",F,F,57.807469334881461,255.871512598658654,"250"
"45771839","5153",footway,,,B,"0","0",F,F,115.858093644764153,131.885233115231784,"143"
"45771840","5153",footway,,,B,"0","0",F,F,33.735676644497609,131.106503693289540,"142"
"45772321","5153",footway,,,B,"0","0",F,F,290.951095259456679,133.387989179707517,"144"
"45772322","5141",service,,,B,"30","0",F,F,110.140934997070929,344.874568201511579,"350"
"45772324","5153",footway,,,B,"0","0",F,F,51.143332843485730,249.775910413668214,"242"
"45772326","5154",path,,,B,"0","0",F,F,42.261954518092907,249.658090930673694,"242"
"45772328","5141",service,,,B,"30","0",F,T,54.898564101875415,151.293755569924485,"160"
"45772329","5153",footway,,,B,"0","0",F,F,8.431552890485699,58.311404752839621,"49"
"45772331","5141",service,,,B,"30","0",F,F,95.135455310120818,176.731680037435922,"178"
"45772332","5124",pedestrian,,,B,"0","0",F,F,86.032003111955177,298.652323955491340,"309"
"45772337","5141",service,,,B,"0","0",F,F,76.984726018758963,285.361370745702629,"292"
"45772343","5141",service,,,B,"0","0",F,F,122.652777169282786,173.430960990137862,"176"
"45772344","5141",service,,,B,"0","0",F,F,24.047653560940333,355.708903175803698,"358"
"45772345","5141",service,,,B,"0","0",F,F,71.446645332683005,173.137010593671874,"176"
"45772541","5141",service,,,B,"0","0",F,F,19.133073143651686,331.622053511611966,"340"
"45772542","5141",service,,,B,"0","0",F,F,34.162593796585682,253.669155244452412,"247"
"45772543","5141",service,,,B,"0","0",F,F,33.130888681568749,251.855728953815486,"245"
"45772545","5154",path,,,B,"0","0",F,F,40.306198366031879,327.842280709556405,"337"
"45772898","5141",service,,,B,"0","0",F,F,65.489132500651166,141.247814551846687,"152"
"45772903","5141",service,,,B,"0","0",F,F,47.130908062313168,290.775557208601072,"299"
"45772907","5141",service,,,B,"0","0",F,F,52.291822145904035,318.427736113377932,"329"
"45772982","5141",service,,,B,"0","0",F,F,62.757243974469155,64.529694048990564,"56"
"45773111","5141",service,,,B,"0","0",F,F,54.891383765289468,273.023108725781015,"275"
"45773565","5124",pedestrian,Chemin de Champrilly,,B,"0","0",F,F,64.965912754080534,349.655968441040670,"353"
"45773567","5124",pedestrian,Chemin de Champrilly,,B,"0","0",F,F,63.584688144525863,172.690135288221114,"176"
"45773568","5124",pedestrian,Chemin de Champrilly,,B,"0","0",F,F,76.241768173570080,173.866759190643705,"176"
"45773569","5141",service,,,B,"0","0",F,F,64.223223538016143,172.042743812411771,"175"
"45773572","5153",footway,,,B,"0","0",F,F,11.027454126860063,348.698187532062491,"353"
"45773636","5153",footway,,,B,"0","0",F,F,69.934153957872908,256.512814019132691,"251"
"45773927","5153",footway,,,B,"0","0",F,F,61.853690694176613,257.066823417391504,"252"
"45773928","5124",pedestrian,,,B,"0","0",F,F,151.532864518925066,136.448140531664592,"147"
"45773929","5153",footway,,,B,"0","0",F,F,130.708984872492579,328.921435958562483,"338"
"45773930","5153",footway,,,B,"0","0",F,F,183.238820666986612,204.766558083184634,"198"
"45773931","5124",pedestrian,,,B,"0","0",F,F,99.528513968400048,266.583348255999283,"266"
"45773932","5153",footway,,,B,"0","0",F,F,28.199844926583292,28.335263462311300,"21"
"45773933","5153",footway,,,B,"0","0",F,F,112.782418554510826,276.769906661506980,"280"
"45773934","5153",footway,,,B,"0","0",F,F,29.035399157868138,57.921084389765682,"48"
"45773935","5141",service,,,B,"0","0",F,F,129.651886332569177,13.004077762559026,"10"
"45774035","5153",footway,,,B,"0","0",F,F,60.382070271430706,63.162060240471156,"54"
"45774036","5153",footway,,,B,"0","0",F,F,249.567133991345912,151.524166099181457,"160"
"45774037","5153",footway,,,B,"0","0",F,F,68.550737491109814,93.626746991331515,"96"
"45774038","5154",path,,,B,"0","0",F,F,8.374398124818272,324.414887000484669,"334"
"45774041","5141",service,,,B,"0","0",F,F,216.088664693289303,160.934696134392851,"167"
"45774042","5153",footway,,,B,"0","0",F,F,106.215445914214314,313.251483128089660,"324"
"45774113","5154",path,,,B,"0","0",F,F,73.208467568344219,277.888728456085175,"282"
"45774115","5122",residential,Avenue du Galicien,,B,"30","0",F,F,6.924512666992901,273.627462880307803,"276"
"45774120","5141",service,,,B,"0","0",F,F,76.679125141729713,327.822494857800791,"337"
"45774121","5141",service,,,B,"0","0",F,F,24.938631276126749,75.530097900030654,"70"
"45774122","5141",service,,,B,"0","0",F,F,146.017257322320205,323.260968242480658,"333"
"45774263","5121",unclassified,Chemin de Renens,,F,"0","0",F,F,15.424360789219950,41.388365048215370,"32"
"45774271","5153",footway,,,B,"0","0",F,F,20.168008828884666,16.264538539919176,"12"
"45774275","5141",service,,,B,"0","0",F,F,61.277406342716333,29.733369228457395,"22"
"45775027","5122",residential,Rue du Grand-Pré,,B,"50","0",F,F,186.357624620238255,113.081385113211098,"122"
"45775033","5154",path,,,B,"0","0",F,F,113.276562273221259,177.258547072824285,"179"
"45775034","5141",service,,,B,"0","0",F,F,36.584035238541695,269.594176523708882,"270"
"45775037","5141",service,,,B,"0","0",F,F,108.800748102187725,2.131367783504431,"2"
"45775039","5141",service,,,B,"0","0",F,F,66.846837477444211,108.893016552886635,"117"
"45775040","5141",service,,,B,"0","0",F,F,31.929733050183238,25.973397945321448,"19"
"45775044","5122",residential,Rue du Grand-Pré,,B,"50","0",F,F,76.688010918229978,286.842250322882876,"294"
"45775047","5141",service,,,B,"0","0",F,F,184.094555274682136,285.598687832750784,"292"
"45775049","5141",service,,,B,"0","0",F,F,21.804487817944459,1.856099992251409,"2"
"45775056","5141",service,,,B,"0","0",F,F,63.088370224351031,218.733056887849187,"210"
"45775059","5141",service,,,B,"0","0",F,F,73.076720561664004,42.868363312933482,"33"
"45775062","5122",residential,Chemin des Glycines,,B,"30","0",F,F,97.148612395061889,299.937735798593053,"310"
"45779406","5124",pedestrian,,,B,"10","0",F,F,14.061330284237956,162.810796093991939,"169"
"45779408","5153",footway,,,B,"0","0",F,F,167.487502247411499,291.342788430196663,"300"
"45779409","5153",footway,,,B,"0","0",F,F,8.977378738875331,269.987700871227617,"270"
"45779801","5153",footway,,,B,"0","0",F,F,10.435212620071852,25.952728842345184,"19"
"45779805","5153",footway,,,B,"0","0",F,F,60.509059150491055,347.366619094485714,"352"
"45779808","5153",footway,,,B,"0","0",F,F,60.991762868496579,54.189875595619881,"44"
"45779810","5155",steps,,,B,"0","0",F,F,7.424928172172939,24.966366619607872,"18"
"45779812","5122",residential,Avenue de Montbenon,,F,"30","0",F,F,125.070186239076392,275.119412631810917,"278"
"45779834","5153",footway,,,B,"0","0",F,F,22.210300562168094,32.875001595167198,"25"
"45779894","5153",footway,,,B,"0","0",F,F,4.047875768028907,284.380003800636700,"291"
"45779955","5153",footway,,,B,"0","0",F,F,81.468588139422906,102.062809529589643,"108"
"45779956","5153",footway,,,B,"0","0",F,F,127.424755840147611,89.084365158333895,"89"
"45779957","5153",footway,,,B,"0","0",F,F,110.948293406736894,22.523303133682170,"17"
"45780037","5153",footway,,,B,"0","0",F,F,204.652828752935022,136.483922987639971,"147"
"45780038","5155",steps,,,B,"0","0",F,F,1.660881303182698,283.276715437948155,"289"
"45780101","5141",service,,,B,"0","0",F,F,46.176609403104948,228.414234569968983,"218"
"45780102","5141",service,,,B,"0","0",F,F,16.640624660978578,282.721206008780143,"289"
"45780262","5124",pedestrian,Rue du Rôtillon,,B,"0","0",F,F,215.268263437271685,256.968146382043074,"252"
"45780683","5122",residential,Chemin de Bérée,,B,"20","0",F,F,131.156488864246995,191.776018052577626,"189"
"45780684","5154",path,,,B,"0","0",F,F,72.981712418752736,50.485091304740919,"40"
"45780685","5143",track_grade1,,,B,"0","0",F,F,126.396678182144143,126.979077462996216,"138"
"45780688","5122",residential,Chemin de Bérée,,F,"30","0",F,F,7.961778622304985,28.253520084907802,"21"
"45780690","5122",residential,Chemin de Bérée,,B,"30","0",F,F,291.505726977620895,67.191479565242275,"59"
"45780691","5141",service,,,B,"0","0",F,F,36.562681147758312,292.003626619438990,"301"
"45780694","5122",residential,Chemin de Bérée,,B,"20","0",F,F,176.323955728829617,104.369691284095993,"111"
"45780912","5154",path,,,B,"0","-1",F,F,35.738117864313253,107.081052706803177,"115"
"45780924","5141",service,,,B,"0","0",F,F,148.812754205522737,121.857238388042049,"133"
"45781018","5153",footway,,,B,"0","0",F,F,21.238638163745897,212.313791569480685,"204"
"45781027","5153",footway,Passage des Terreaux,,B,"0","0",F,F,7.460401497839237,31.286688770739513,"23"
"45781028","5153",footway,Passage des Terreaux,,B,"0","0",F,F,32.871946814730158,48.016674558877739,"38"
"45781453","5122",residential,Chemin des Cèdres,,F,"30","0",F,F,94.510044315966155,228.857148707982503,"219"
"45782080","5141",service,,,B,"0","0",F,F,59.778506220383001,15.840445317599745,"12"
"45782081","5141",service,,,B,"0","0",F,F,59.465736284045860,98.228782856032041,"102"
"45827042","5141",service,,,F,"0","0",F,F,21.618957688702075,231.360647227289974,"221"
"45838371","5113",primary,Route de Prilly,"9",F,"50","0",F,F,24.367181575422691,297.321553835548571,"307"
"45838372","5113",primary,Avenue d'Echallens,"9",B,"50","0",F,F,145.196307710406444,117.455291308685602,"128"
"45838373","5153",footway,,,B,"0","0",F,F,39.641038117186852,221.654896273259055,"212"
"45838374","5114",secondary,Avenue de Morges,,F,"50","0",F,F,147.264631422920615,283.205163307023952,"289"
"45838376","5114",secondary,Avenue de Morges,,B,"50","0",F,F,56.038870060684417,93.192629858088807,"95"
"45838380","5115",tertiary,Avenue Frédéric Recordon,,F,"50","0",F,F,35.838722969567591,161.366823615854344,"167"
"45838866","5122",residential,Avenue de la Confrérie,,B,"50","0",F,F,359.725434252974594,359.563820829394729,"0"
"45838868","5122",residential,Chemin de Renens,,B,"30","0",F,F,272.872699383677457,94.763596611197983,"97"
"45838870","5122",residential,,,B,"30","0",F,F,44.519680437060956,0.000000000000000,
"45839167","5122",residential,Chemin des Bossons,,B,"50","0",F,F,9.169117826380111,78.332911233798512,"74"
"45839168","5141",service,,,F,"0","0",F,F,65.827993644166270,113.225382568308660,"122"
"45851181","5113",primary,Route de Prilly,"9",F,"50","0",F,F,53.501326411346930,136.623933096936270,"147"
"45851182","5113",primary,Avenue d'Echallens,"5",F,"50","0",F,F,31.308917832552151,155.370984857200114,"163"
"45851183","5113",primary,Avenue d'Echallens,"9",F,"50","0",F,F,55.310365705423422,131.842829544877361,"143"
"45871571","5124",pedestrian,,,B,"0","0",F,F,50.562360162426074,1.999174381792490,"2"
"45871572","5153",footway,,,B,"0","0",F,F,16.723852444596734,11.718406338374267,"9"
"45871573","5153",footway,,,B,"0","0",F,F,3.488892211074611,106.723756689812575,"114"
"45873050","5155",steps,,,B,"0","0",F,F,16.784437444862469,209.469343096862929,"202"
"45873086","5122",residential,Chemin de Montolivet,,F,"30","0",F,F,57.553615857696443,187.169610121741670,"186"
"45873087","5122",residential,Chemin de Montolivet,,F,"30","0",F,F,43.596713722036675,189.826260546217128,"187"
"45897381","5141",service,,,F,"0","0",F,F,58.515287209280501,220.634110095201038,"211"
"45897382","5141",service,,,F,"0","0",F,F,31.145449193295679,101.500737275397000,"107"
"45897384","5141",service,,,F,"0","0",F,F,23.663555930772390,101.658052433658241,"107"
"45897385","5141",service,,,F,"0","0",F,F,46.093893596061498,347.972861227301962,"352"
"45897622","5153",footway,Passage Saint-François,,B,"0","0",F,T,21.740157402739154,89.262563894261916,"89"
"45982467","5141",service,,,B,"0","0",F,F,98.088083860405447,227.847985473761639,"218"
"45985230","5154",path,,,B,"0","1",T,F,18.685887995260320,23.978284214933293,"18"
"45985231","5154",path,,,B,"0","0",F,F,15.929860583252374,73.566199054618835,"67"
"46040124","5141",service,,,B,"0","0",F,F,209.881311513301995,111.742435773581974,"121"
"46192177","5154",path,,,B,"0","0",F,F,15.867026301553002,192.078283681860853,"189"
"46195067","5141",service,,,B,"0","0",F,F,88.160849095681883,274.275334027855877,"277"
"46195070","5153",footway,Chemin des Vignes-d'Argent,,B,"0","0",F,F,50.655705855019185,224.754816713622716,"215"
"46196176","5141",service,,,B,"0","0",F,F,68.231253853565434,70.190237110008297,"63"
"46196177","5153",footway,,,B,"0","0",F,F,138.351193998474713,183.933254578754770,"183"
"46196181","5153",footway,,,B,"0","0",F,F,18.622464713388691,90.810588764716783,"92"
"46196184","5155",steps,,,B,"0","0",F,F,18.703153491659343,183.806916789375975,"183"
"46196187","5153",footway,,,B,"0","0",F,F,59.181289727008625,248.186598222472298,"240"
"46258987","5124",pedestrian,Place Saint-François,,B,"0","0",F,F,25.201421192047853,94.354028594883928,"97"
"46259353","5153",footway,Tunnel Est Saint-François,,B,"0","-1",F,T,4.051788589674134,30.060368692330961,"22"
"46259565","5153",footway,,,B,"0","0",F,F,21.417154623766447,222.491341851148150,"213"
"46338739","5141",service,,,B,"0","0",F,F,44.726662451588602,180.347493229153997,"181"
"46338740","5141",service,,,B,"0","0",F,F,112.068431770622595,94.083310981769415,"96"
"46338743","5141",service,,,B,"0","0",F,F,35.844822654959756,188.787656134488117,"187"
"46338745","5141",service,,,B,"0","0",F,F,19.859789535304319,2.437496013894985,"2"
"46338746","5141",service,,,B,"0","0",F,F,19.507210318309820,359.504764678447202,"0"
"46341292","5154",path,,,B,"0","0",F,F,46.651165983636723,6.960320729053127,"5"
"46343369","5153",footway,,,B,"0","0",F,F,86.457996518396996,332.633108875928485,"341"
"46343992","5141",service,,,B,"0","0",F,F,66.718810735943208,142.751062364447279,"153"
"46343995","5122",residential,Chemin du Grillon,,B,"0","0",F,F,112.119929302833469,122.908337532084971,"134"
"46343996","5154",path,,,B,"0","0",F,F,48.789365867665985,225.904676143988183,"216"
"46343998","5124",pedestrian,,,B,"0","0",F,F,222.833782537073546,205.033717446119368,"198"
"46343999","5141",service,,,B,"0","0",F,F,86.881519909173988,224.613256760577144,"215"
"46344006","5141",service,,,B,"0","0",F,F,140.419775328719396,288.771579277005742,"297"
"46344008","5141",service,,,B,"0","0",F,F,53.516306719345025,210.659422305381298,"203"
"46344009","5141",service,,,B,"0","0",F,F,32.537553738109281,223.822111432215394,"214"
"46344011","5155",steps,,,B,"0","0",F,F,11.925324349634414,57.956642288831695,"48"
"46344017","5141",service,,,B,"0","0",F,F,39.945107237395121,300.681800195218955,"311"
"46344018","5124",pedestrian,,,B,"0","0",F,F,82.399825276115365,56.081465252891597,"46"
"46344024","5153",footway,,,B,"0","0",F,F,45.184834916930811,40.080172489222143,"31"
"46344026","5153",footway,,,B,"0","0",F,F,21.725914461418785,114.977699981188039,"125"
"46344040","5141",service,,,B,"0","0",F,F,20.103540069157944,106.402098713133341,"114"
"46344051","5141",service,,,B,"0","0",F,F,34.635777487350254,103.141141731494969,"109"
"46344052","5141",service,,,B,"0","0",F,F,176.502693752063180,146.010576163621295,"156"
"46344053","5124",pedestrian,,,B,"0","0",F,F,39.374665615577428,58.086537222431652,"49"
"46344054","5155",steps,,,B,"0","0",F,F,9.915244295597876,58.614768822118329,"49"
"46344363","5141",service,,,B,"0","0",F,F,87.874177155401625,122.514343823917471,"133"
"46344366","5141",service,,,B,"0","0",F,F,41.985549132651961,127.363282196557066,"138"
"46344369","5153",footway,,,B,"0","0",F,F,38.147030819233642,155.344799474422473,"163"
"46344370","5141",service,,,B,"0","0",F,F,47.194508635694199,120.935066871014243,"132"
"46344372","5153",footway,,,B,"0","0",F,F,33.365255139587632,106.698889826998297,"114"
"46344373","5141",service,,,B,"0","0",F,F,44.913323823120898,141.756931348367942,"152"
"46344375","5141",service,,,B,"0","0",F,F,28.864379507259855,56.836169068467939,"47"
"46344595","5141",service,,,B,"0","0",F,F,22.358672740217454,120.506321729412207,"131"
"46420237","5122",residential,Chemin du Petit-Château,,B,"0","0",F,F,153.152792296315255,112.721835815932010,"122"
"46427567","5114",secondary,Avenue de la Gare,,F,"50","0",F,F,34.687166524990104,282.088496096432550,"288"
"46427829","5124",pedestrian,,,B,"0","0",F,F,15.666573026392141,210.531098544987287,"203"
"46431545","5141",service,Chemin du Languedoc,,B,"0","0",F,F,137.514937018479827,302.784798310698193,"314"
"46431556","5153",footway,,,B,"0","0",F,F,164.310042695693198,2.465525944245784,"2"
"46431567","5154",path,,,B,"0","0",F,F,47.175387910972304,332.165071100105365,"340"
"46431782","5141",service,,,B,"0","0",F,F,42.720832597470690,319.448587592105127,"330"
"46431785","5141",service,,,B,"0","0",F,F,30.534843985674687,286.271580922495332,"293"
"46431787","5141",service,,,B,"0","0",F,F,72.062443881340783,345.389725041916108,"350"
"46431788","5141",service,,,B,"0","0",F,F,46.578762520201622,273.586616033633049,"276"
"46431789","5141",service,,,B,"0","0",F,F,78.040414572967364,220.874515157610318,"211"
"46431792","5141",service,,,B,"0","0",F,F,75.625385913032119,186.438165829043697,"185"
"46431801","5153",footway,,,B,"0","0",F,F,21.815620588198996,102.393779597018778,"108"
"46431810","5141",service,,,B,"0","0",F,F,14.825987603947267,136.309921453730112,"147"
"46433143","5141",service,,,B,"0","0",F,F,61.532431147468941,261.285098125633851,"258"
"46433154","5155",steps,,,B,"0","0",F,F,43.669756033605537,92.572526915816425,"94"
"46433162","5141",service,,,B,"0","0",F,F,158.363051119251935,191.457060512508775,"189"
"46433168","5141",service,,,B,"0","0",F,F,29.639361143786029,194.759698425731131,"191"
"46433185","5141",service,,,B,"0","0",F,F,48.094491463421924,244.793345756879205,"236"
"46433186","5141",service,,,B,"0","0",F,F,25.975210920901166,148.773597240098070,"158"
"46433194","5141",service,,,B,"0","0",F,F,65.006507343178185,154.894711259864039,"163"
"46433198","5141",service,,,B,"0","0",F,F,107.778979369144878,277.499883615569843,"281"
"46433206","5141",service,,,B,"0","0",F,F,74.080016358815598,174.712991731078432,"177"
"46482939","5141",service,,,B,"0","0",F,F,22.147167682162092,344.189798449634850,"349"
"46482940","5141",service,,,B,"0","0",F,F,23.292778615909505,342.316487754516345,"348"
"46483131","5141",service,Chemin du Bois-Gentil,,B,"30","0",F,F,201.032001872141450,93.440374115082392,"96"
"46483168","5141",service,Chemin du Bois-Gentil,,B,"30","0",F,F,259.710247051845727,105.870939270548533,"113"
"46483200","5141",service,Chemin du Bois-Gentil,,B,"0","0",F,F,49.981820812111984,4.891019029110236,"4"
"46483201","5141",service,Chemin du Bois-Gentil,,B,"0","0",F,F,72.102074581202700,4.820961023599566,"4"
"46483265","5141",service,Chemin du Bois-Gentil,,B,"0","0",F,F,16.041493442873950,5.554903041712000,"4"
"46483308","5141",service,Chemin du Bois-Gentil,,B,"0","0",F,F,10.016678170266296,5.782007642907661,"5"
"46483615","5141",service,,,B,"50","0",F,F,215.136176972710416,66.213766786681589,"58"
"46483621","5154",path,,,B,"0","0",F,F,80.463632441786629,238.072378261428241,"228"
"46486698","5153",footway,,,B,"0","0",F,F,24.097753473684701,265.651331184295429,"264"
"46486701","5153",footway,,,B,"0","0",F,F,9.292305628959520,84.555280332474254,"83"
"46486706","5153",footway,,,B,"0","0",F,F,81.641224451086245,0.000000000000000,
"46486709","5153",footway,,,B,"0","0",F,F,58.185754126314478,80.123684000138169,"76"
"46507419","5141",service,,,B,"0","0",F,F,66.001195682943987,334.686571572339972,"342"
"46507422","5122",residential,Chemin des Croix-Rouges,,F,"50","0",F,F,13.783464863175656,217.327617064742213,"208"
"46507429","5154",path,,,B,"0","1",T,F,4.642445214834832,308.308823344487450,"319"
"46507441","5141",service,,,B,"0","0",F,F,33.559213880705343,353.621979264900915,"356"
"46507442","5141",service,,,B,"0","0",F,F,42.293168464061040,336.783985755894264,"344"
"46526535","5141",service,,,B,"0","0",F,F,43.533952113297573,135.058339574570169,"146"
"46526536","5141",service,,,B,"0","0",F,F,127.292024509867431,76.592697078253920,"72"
"46526539","5141",service,,,B,"0","0",F,F,57.659359456288122,145.351957598790278,"155"
"46526554","5141",service,,,B,"0","0",F,F,16.759254384576529,161.480149951167135,"168"
"46532093","5153",footway,,,B,"0","0",F,F,69.324443306001939,96.938724043046406,"101"
"46532096","5141",service,,,B,"0","0",F,F,130.640506163074434,280.402987432122700,"285"
"46532098","5141",service,,,B,"0","0",F,F,110.898577818087617,292.130066231129945,"301"
"46532100","5141",service,,,B,"0","0",F,F,125.286649783268473,291.252395020972415,"300"
"46532116","5153",footway,,,B,"0","0",F,F,126.344328179893850,71.649033604811137,"65"
"46532121","5154",path,,,B,"0","0",F,F,12.445381449934981,248.705104037656270,"241"
"46532122","5154",path,,,B,"0","0",F,F,4.796975723297182,219.912181044266390,"211"
"46532123","5154",path,,,B,"0","1",T,F,2.308089718800893,219.882046609550855,"211"
"46532124","5154",path,,,B,"0","0",F,F,12.896368241582676,170.709275389978956,"174"
"46532133","5153",footway,,,B,"0","0",F,F,7.328288809473834,276.696648784106912,"280"
"46532136","5153",footway,,,B,"0","0",F,F,1.629117051322832,192.134593839323685,"189"
"46532137","5153",footway,,,B,"0","0",F,F,26.492428211628980,249.718933097704138,"242"
"46532138","5141",service,,,B,"0","0",F,F,59.024155264538251,332.041159854854016,"340"
"46532141","5141",service,,,B,"0","0",F,F,140.605016525757009,287.286908662768781,"295"
"46532142","5141",service,,,B,"0","0",F,F,33.933188639731043,261.926531558388035,"259"
"46532154","5141",service,,,B,"0","0",F,F,116.529708823901842,212.283672522253795,"204"
"46532160","5141",service,,,B,"0","0",F,F,45.741068031469155,149.881554268025468,"159"
"46532161","5141",service,,,F,"0","0",F,F,81.525425655504748,294.788705702190612,"304"
"46532168","5124",pedestrian,,,B,"0","0",F,F,6.692562072540914,205.137487469206292,"198"
"46533024","5141",service,,,B,"0","0",F,F,29.930473161417673,159.511476767689658,"166"
"46536481","5141",service,,,B,"0","0",F,F,21.506212863371708,150.938502052030884,"160"
"46536501","5141",service,,,B,"0","0",F,F,27.422450810124509,96.241803208141761,"100"
"46536504","5141",service,,,B,"0","0",F,F,25.031787602963487,108.331122603003550,"116"
"46536519","5141",service,,,B,"0","0",F,F,19.069916754216788,238.613483453852893,"229"
"46539968","5115",tertiary,Chemin du Reposoir,,F,"50","0",F,F,29.194433706567075,51.110191830792814,"41"
"46578574","5122",residential,Route du Pavement,,B,"50","0",F,F,33.246300549104610,161.503330045383564,"168"
"46578575","5141",service,,,F,"0","0",F,F,37.407592734977250,273.666590748220528,"276"
"46578576","5114",secondary,Route Aloys-Fauquez,"150",B,"50","0",F,F,19.093345530147843,345.074646516582675,"350"
"46578577","5114",secondary,Route Aloys-Fauquez,"150",B,"50","0",F,F,23.831863423618007,345.039821333980797,"350"
"46578578","5141",service,,,F,"0","0",F,F,29.677509712810124,245.290671669834552,"237"
"46578579","5141",service,,,F,"0","0",F,F,29.598788913216623,286.015917676803838,"293"
